value	quote_count	file_key	quote_keys
*	13312	NO_FILE_TOTAL	
Middle management	1	Middle_management	
wabi	1	wabi	
अकबरः	4	akabaraH	
अकारः	1	akAraH	
अकौशलम्	1	akaushalam	
अग्निः	5	agniH	
अग्निहोत्रम्	4	agnihotram	
अङ्गीकृतकारी	1	angIkRtakArI	
अङ्गुल्यः	2	angulyaH	
अजः	1	ajaH	
अज्ञानम्	1	ajnAnam	
अतिथिः	2	atithiH	
अतिभोजनम्	1	atibhojanam	
अतिशयः	1	atishayaH	
अथः	1	athaH	
अदीनता	3	adInatA	
अदैन्यम्	2	adainyam	
अद्भुतम्	1	adbhutam	
अद्वैतम्	2	advaitam	
अधरः	18	adharaH	
अधर्मः	5	adharmaH	
अधर्मफलम्	1	adharmaphalam	
अधिकारः	3	adhikAraH	
अधृतिः	1	adhRtiH	
अध्ययनम	1	adhyayanama	
अध्ययनम्	5	adhyayanam	
अनङ्गभीमः	1	anangabhImaH	
अनध्यायः	1	anadhyAyaH	
अनहङ्कृतिः	1	anahankRtiH	
अनारम्भः	2	anArambhaH	
अनालस्यम्	1	anAlasyam	
अनाश्रमी	1	anAshramI	
अनित्यता	46	anityatA	
अनिर्वेदः	2	anirvedaH	
अनुकम्पा	2	anukampA	
अनुपजीवी	1	anupajIvI	
अनुष्ठानम्	3	anuShThAnam	
अन्तःपुरवर्गः	1	antaHpuravargaH	
अन्तःसाक्षी	1	antaHsAxI	
अन्तरात्मा	1	antarAtmA	
अन्त्यम्	1	antyam	
अन्नदानम्	2	annadAnam	
अन्नम्	1	annam	
अन्योऽन्ययोग्यता	1	anyo-nyayogyatA	
अपत्यम्	2	apatyam	
अपमानम्	3	apamAnam	
अपरिग्रहः	1	aparigrahaH	
अपवादः	2	apavAdaH	
अपाय-दर्शनम्	1	apAya-darshanam	
अपायः	2	apAyaH	
अपूर्वकथा	1	apUrvakathA	
अपौरुषेयत्वम्	2	apauruSheyatvam	
अप्पय्यः	1	appayyaH	
अप्रमाणिकता	1	apramANikatA	
अप्रयुक्तज्ञानम्	1	aprayuktajnAnam	
अप्रयुक्ता विद्या	1	aprayuktA_vidyA	
अप्ररिग्रहः	1	aprarigrahaH	
अप्रामाणिक-प्रशंसा	1	aprAmANika-prashaMsA	
अबोधनम्	1	abodhanam	
अभक्ष्य-प्रायश्चित्तम्	1	abhaxya-prAyashchittam	
अभाव-वैराग्यम्	6	abhAva-vairAgyam	
अभिनयः	1	abhinayaH	
अभिनिम्रुक्तः	1	abhinimruktaH	
अभिवादनम्	1	abhivAdanam	
अभिषेकः	1	abhiShekaH	
अभिसारिका	19	abhisArikA	
अभिसारिकासञ्चारः	23	abhisArikAsanchAraH	
अभ्यासः	2	abhyAsaH	
अभ्युदितः	1	abhyuditaH	
अमरता	1	amaratA	
अमरसिंहः	1	amarasiMhaH	
अमौनम्	1	amaunam	
अयाचकता	1	ayAchakatA	
अयोग्य-नियोगः	1	ayogya-niyogaH	
अयोध्या	1	ayodhyA	
अरसिकः	1	arasikaH	
अरिपलायनम्	47	aripalAyanam	
अर्चकः	2	archakaH	
अर्जुनः	2	arjunaH	
अर्जुनेन्द्रः	1	arjunendraH	
अर्थ-बोधः	1	artha-bodhaH	
अर्थ-विनियोगः	1	artha-viniyogaH	
अर्थः	10	arthaH	
अर्थज्ञानम्	1	arthajnAnam	
अर्थवादः	1	arthavAdaH	
अर्थावगतिः	1	arthAvagatiH	
अर्धनारीश्वरः	5	ardhanArIshvaraH	
अलङ्कारः	4	alankAraH	
अलोभः	5	alobhaH	
अल्प-शत्रुः	1	alpa-shatruH	
अल्पज्ञः	3	alpajnaH	
अल्पता	1	alpatA	
अल्पभाषिता	1	alpabhAShitA	
अल्पविविदिषा	1	alpavividiShA	
अल्पश्रीः	1	alpashrIH	
अल्पारम्भः	1	alpArambhaH	
अल्पोदयः	1	alpodayaH	
अवकाशः	1	avakAshaH	
अवधानकला	1	avadhAnakalA	
अवमाननम्	1	avamAnanam	
अवमानम्	1	avamAnam	
अवर्यता	1	avaryatA	
अविवेकः	2	avivekaH	
अव्यग्रता	1	avyagratA	
अशोकं प्रत्युक्तिः	2	ashokaM_pratyuktiH	
अश्रूणि	1	ashrUNi	
अश्वः	9	ashvaH	
अश्वत्थः	1	ashvatthaH	
असत्यम्	1	asatyam	
असहृदयः	1	asahRdayaH	
असारग्राहिता	5	asAragrAhitA	
असूया	1	asUyA	
अस्थाने मानम्	1	asthAne_mAnam	
अहङ्कारः	3	ahankAraH	
अहिंसा	1	ahiMsA	
अहि‌ंसा	1	ahiMsA	
आकर्षकता	1	AkarShakatA	
आकर्षणम्	1	AkarShaNam	
आकाशः	1	AkAshaH	
आक्षेपः	2	AxepaH	
आगम-बद्धता	1	Agama-baddhatA	
आगमः	2	AgamaH	
आङ्ग्ल-भाषा	1	Angla-bhAShA	
आचारः	18	AchAraH	
आचारजडता	1	AchArajaDatA	
आचार्यः	3	AchAryaH	
आटोपः	1	ATopaH	
आतिथ्यम्	4	Atithyam	
आत्म-ज्ञानम्	1	Atma-jnAnam	
आत्म-नियन्त्रणम्	1	Atma-niyantraNam	
आत्म-स्तुतिः	1	Atma-stutiH	
आत्मज्ञानम्	4	AtmajnAnam	
आत्मरक्षा	1	AtmaraxA	
आत्मसाक्षी	1	AtmasAxI	
आत्मस्तुतिः	1	AtmastutiH	
आत्मा	5	AtmA	
आत्मावलोकनम्	1	AtmAvalokanam	
आदरः	2	AdaraH	
आदि-प्रणयः	1	Adi-praNayaH	
आधुनिकविद्यालयः	1	AdhunikavidyAlayaH	
आधुनिकशिक्षा	1	AdhunikashixA	
आध्यात्मम्	1	AdhyAtmam	
आनन्दः	6	AnandaH	
आन्ध्रभाषा	1	AndhrabhAShA	
आपत्	12	Apat	
आपद्धर्मः	1	ApaddharmaH	
आपद्धर्मो होमे	1	Apaddharmo_home	
आप्तवचनम्	1	Aptavachanam	
आयति	1	Ayati	
आयुः	2	AyuH	
आरोग्यम्	5	Arogyam	
आर्जवम्	4	Arjavam	
आर्यमा	1	AryamA	
आलस्यम्	1	Alasyam	
आलिङ्गनम्	11	Alinganam	
आशा	6	AshA	
आश्रमः	14	AshramaH	
आश्रमाः	1	AshramAH	
आहारः	2	AhAraH	
इङ्गितम्	1	ingitam	
इच्छापूर्तिः	1	ichChApUrtiH	
इतिहासः	4	itihAsaH	
इन्द्रियजयः	1	indriyajayaH	
इन्द्रियनिग्रहः	1	indriyanigrahaH	
इन्द्रियाणि	1	indriyANi	
इष्टदेवता	1	iShTadevatA	
ईर्षा	1	IrShA	
ईर्ष्या	4	IrShyA	
ईश्वर-प्रणिधानम्	2	Ishvara-praNidhAnam	
ईश्वरकर्तृत्वम्	1	IshvarakartRtvam	
उक्ति-प्रामाण्यम्	1	ukti-prAmANyam	
उच्चारणम्	4	uchchAraNam	
उच्चैःश्रवाः	1	uchchaiHshravAH	
उज्जयिनी	1	ujjayinI	
उत्का	7	utkA	
उत्कोचः	1	utkochaH	
उत्तमजनः	1	uttamajanaH	
उत्तरम्	2	uttaram	
उत्साहः	5	utsAhaH	
उदरपूरणम्	1	udarapUraNam	
उदरम्भरणम्	1	udarambharaNam	
उद्यमः	1	udyamaH	
उद्योगः	3	udyogaH	
उन्मादः	6	unmAdaH	
उपकरणम्	2	upakaraNam	
उपकर्ता	1	upakartA	
उपकार-शक्तिः	1	upakAra-shaktiH	
उपचारः	1	upachAraH	
उपदेशः	4	upadeshaH	
उपयोग-विवेकः	1	upayoga-vivekaH	
उपयोगः	1	upayogaH	
उपयोगिता	1	upayogitA	
उपवनम्	2	upavanam	
उपवासः	1	upavAsaH	
उपांशुजपः	2	upAMshujapaH	
उपाधिः	1	upAdhiH	
उमा	1	umA	
उर्वरता	1	urvaratA	
उल्लासः	1	ullAsaH	
ऊरू	11	UrU	
ऋजुता	3	RjutA	
ऋणम्	1	RNam	
ऋतम्	1	Rtam	
ऋतवः	1	RtavaH	
ऋषिः	2	RShiH	
ऐक्यम्	1	aikyam	
ऐरावतः	1	airAvataH	
औचित्यम्	1	auchityam	
औदार्यम्	1	audAryam	
औपासनम्	1	aupAsanam	
कङ्कणम्	7	kankaNam	
कञ्चुकी	1	kanchukI	
कटकप्रयाणम्	1	kaTakaprayANam	
कटाक्षः	16	kaTAxaH	
कठोरता	1	kaThoratA	
कण्ठः	7	kaNThaH	
कण्डूयनम्	1	kaNDUyanam	
कथा	1	kathA	
कथाविरोधः	1	kathAvirodhaH	
कन्दुकक्रीडा	10	kandukakrIDA	
कन्या	1	kanyA	
कपटम्	1	kapaTam	
कपिः	1	kapiH	
कपिलः	1	kapilaH	
कपोलौ	3	kapolau	
कमलम्	2	kamalam	
कमलानि	1	kamalAni	
करिणः	1	kariNaH	
करौ	6	karau	
कर्णः	4	karNaH	
कर्णभूषणम्	3	karNabhUShaNam	
कर्णाट-संस्कृत-विरोधिनः	1	karNATa-saMskRta-virodhinaH	
कर्णाटोच्चारणम्	2	karNATochchAraNam	
कर्णौ	8	karNau	
कर्म	22	karma	
कर्म-पावित्र्यम्	1	karma-pAvitryam	
कर्म-फलम्	3	karma-phalam	
कर्म-योगः	1	karma-yogaH	
कर्म-वैविध्यम्	1	karma-vaividhyam	
कर्मदोषाः	1	karmadoShAH	
कर्मप्रेरणा	1	karmapreraNA	
कर्मफलम्	3	karmaphalam	
कलमकण्डनीगीतयः	1	kalamakaNDanIgItayaH	
कलहः	3	kalahaH	
कलहम्	2	kalaham	
कलहान्तरिता	28	kalahAntaritA	
कला	1	kalA	
कलिः	1	kaliH	
कलिङ्ग-मर्दनम्	1	kalinga-mardanam	
कलिङ्गदेशः	1	kalingadeshaH	
कलिङ्गेश्वरः	2	kalingeshvaraH	
कलियुगः	6	kaliyugaH	
कल्पना	2	kalpanA	
कल्याणदासः	1	kalyANadAsaH	
कवयित्री	1	kavayitrI	
कविः	113	kaviH	
कविता	3	kavitA	
कवित्वम्	12	kavitvam	
कविवृन्दम्	9	kavivRndam	
कव्याध्ययनम्	1	kavyAdhyayanam	
कष्टम्	1	kaShTam	
काकः	1	kAkaH	
काञ्ची	2	kAnchI	
कान्तिः	2	kAntiH	
काबिलेन्द्रः	2	kAbilendraH	
काम-दहनम्	2	kAma-dahanam	
काम-प्रतिबन्धः	1	kAma-pratibandhaH	
काम-वैफल्यम्	1	kAma-vaiphalyam	
कामः	70	kAmaH	
कामदेवः	25	kAmadevaH	
कामधेनुः	1	kAmadhenuH	
कामप्रधानः	1	kAmapradhAnaH	
कामुकी	1	kAmukI	
काम्य-कर्म	1	kAmya-karma	
कायभाषा	1	kAyabhAShA	
कायस्थः	4	kAyasthaH	
कारुण्यम्	1	kAruNyam	
कार्तवीर्यः	1	kArtavIryaH	
कार्य-प्राप्तिः	1	kArya-prAptiH	
कार्य-श्रद्धा	1	kArya-shraddhA	
कार्य-समाप्तिः	1	kArya-samAptiH	
कार्य-साधनम्	1	kArya-sAdhanam	
कार्यमग्नता	1	kAryamagnatA	
कार्यम्	2	kAryam	
कार्यशेषः	1	kAryasheShaH	
काल-यापनम्	1	kAla-yApanam	
कालः	44	kAlaH	
कालहरणम्	1	kAlaharaNam	
कालिदासः	11	kAlidAsaH	
काली	3	kAlI	
काव्य-चोरः	1	kAvya-choraH	
काव्य-प्रयोजनम्	9	kAvya-prayojanam	
काव्यप्रयोजनम्	1	kAvyaprayojanam	
काव्यम्	61	kAvyam	
कितवाः	1	kitavAH	
किर्ति-प्रचारः	1	kirti-prachAraH	
कीर्तिः	98	kIrtiH	
कीर्तिप्रतापौ	9	kIrtipratApau	
कु+आतिथ्यम्	1	kuAtithyam	
कुकविः	61	kukaviH	
कुकार्यम्	1	kukAryam	
कुकालः	1	kukAlaH	
कुक्कुटः	2	kukkuTaH	
कुख्यातिः	1	kukhyAtiH	
कुटुम्बकलहः	1	kuTumbakalahaH	
कुनिन्दा	1	kunindA	
कुपण्डितः	95	kupaNDitaH	
कुपत्निः	1	kupatniH	
कुपत्नी	2	kupatnI	
कुपत्‍नी	1	kupatnI	
कुपाण्डितः	1	kupANDitaH	
कुपाण्डित्यम्	4	kupANDityam	
कुबुद्धिः	1	kubuddhiH	
कुब्राह्मणः	2	kubrAhmaNaH	
कुभार्या	1	kubhAryA	
कुमन्त्रणम्	1	kumantraNam	
कुमारः	1	kumAraH	
कुमारवरदः	1	kumAravaradaH	
कुमित्रम्	1	kumitram	
कुम्भीधान्यः	1	kumbhIdhAnyaH	
कुयजमानः	1	kuyajamAnaH	
कुयाजकः	1	kuyAjakaH	
कुराज्यम्	2	kurAjyam	
कुरूपम्	1	kurUpam	
कुलम्	5	kulam	
कुवादः	1	kuvAdaH	
कुवैद्यः	11	kuvaidyaH	
कुवैराग्यम्	2	kuvairAgyam	
कुशिष्यः	2	kushiShyaH	
कुसन्न्यासः	1	kusannyAsaH	
कुसुमेन्द्रसाहिः	1	kusumendrasAhiH	
कुस्तुतिः	1	kustutiH	
कुस्थानम्	1	kusthAnam	
कूर्मावतारः	1	kUrmAvatAraH	
कृतघ्नः	4	kRtaghnaH	
कृतघ्नता	1	kRtaghnatA	
कृतज्ञता	5	kRtajnatA	
कृतिचौर्यम्	1	kRtichauryam	
कृतिमान्	1	kRtimAn	
कृपणः	66	kRpaNaH	
कृष्णः	60	kRShNaH	
कृष्णता	1	kRShNatA	
कृष्णदेवरायः	1	kRShNadevarAyaH	
कृष्णलीला	1	kRShNalIlA	
कृष्णसारं प्रत्युक्तिः	1	kRShNasAraM_pratyuktiH	
केरलम्	1	keralam	
केशपाशः	26	keshapAshaH	
कैवल्यम्	1	kaivalyam	
कोपः	1	kopaH	
कोलाचलमल्लिनाथसूरी	1	kolAchalamallinAthasUrI	
कोलाहलम्	2	kolAhalam	
कौशलम्	3	kaushalam	
क्रिकेट्	1	krikeT	
क्रिया	1	kriyA	
क्रियाशीलता	9	kriyAshIlatA	
क्रीडा	1	krIDA	
क्रोधः	8	krodhaH	
क्षत्रियः	1	xatriyaH	
क्षमता	2	xamatA	
क्षमा	6	xamA	
क्षात्रम्	3	xAtram	
क्षिप्रकारिता	1	xiprakAritA	
खड्गः	2	khaDgaH	
खड्गप्रशंसा	18	khaDgaprashaMsA	
खड्गम्	1	khaDgam	
खण्डिता	12	khaNDitA	
खद्योतः	1	khadyotaH	
खम्	1	kham	
खल-नाशः	1	khala-nAshaH	
खल-प्रतिक्रिया	1	khala-pratikriyA	
खल-सान्त्वनम्	1	khala-sAntvanam	
खलः	33	khalaH	
