ADhyastyaj
ashaktaHsa
ashaktasta
ashaktastu
ashamambhi
ashvaHshas
ashvamaiva
ashvatthaH
asitagiris
asitaruchi
asmAbhirbh
astamgatep
astodayAdrimami
astyutaras
asyAHsarga
asyadagdho
atamujvara
atapAstvam
atashchapr
atathyAmya
athachetva
athamixipy
athavAbahu
athavAkRta
atidarpeha
atikrAmtas
atikruddha
atirichyat
ativatsalA
atrAmtareb
atulamtatr
atumambata
atumvAmChativAh
atyAsamAvimAshA
audumbarAm
aurasamkRt
avamAmAram
avashyamam
avayaHkeva
avemavyApA
avichChimA
avidvAmsaH
avidyAyAma
avijmAtepa
avilambema
avratAmAma
avyAdviShm
avyaktAdIm
avyutpatik
axarAmAmakArosm
axmorbAmac
ayAchitapr
ayamkAmaHs
ayekojAmIt
ayidaladar
ayikAchitv
bADhamkavI
bAlAyAmava
bAlasyApir
bAlemAthav
bAlemdrago
bAlopichor
bAlyAmekRS
bAlyamyada
bAlyegokul
bAlyekaura
bAmAdamyek
bRhadAkAre
bRhatsAmat
badhmIyAva
bahavastey
bahvalpamv
bahvetatkA
balambalav
barhastvac
bauddhAgam
bhAShAsumu
bhAShAvesh
bhAgIrathImirjh
bhAletilak
bhArovivek
bhAryAjyeS
bhImabhrUk
bhImakAmta
bhItirmAst
bhUHpAdauy
bhUShAbhog
bhUShamIya
bhUmipatAv
bhUpradaxi
bhUtairAkr
bhUyodarsh
bhaTirmaSh
bhadramAru
bhadrambhadrami
bhadramukh
bhadremura
bhagmapRSh
bhaiShajya
bhairavAya
bhaktampra
bhaktishra
bhaktyAmAt
bhaktyAsid
bharturmit
bhavamtimamrAHt
bhavamtovA
bhavamtyak
bhavatikRp
bhavatuvid
bhavedvarm
bhavitrIra
bhayevAyad
bhixAmapyu
bhixomAmsamiShe
bhoHshrAdd
bhobhadrak
bhobhadram
bhobhoHpAm
bhobhodikp
bhodAridry
bhogArhema
bhogerogab
bhojadhama
bhojamAmtepibet
bhrAmtamde
bhrAmtashc
bhrUbhamge
bhrUbhamgo
bhujaviTap
bhuktvAtom
biDaujAHpu
bimdudvamd
bodhAromat
bodhayamti
brAhmamAya
brAhmamasy
brahmAmDab
brahmAmDac
brahmAmDasvedab
brahmAyema
bubhuxitai
buddhasyam
buddhiyukt
budhemakAm
chAmarIvAm
chApaHsvab
chArAmvich
chArutApar
chArvAkAst
chalamtigi
chalatyeke
chamchachamdrak
chamdamAda
chamdamamshItal
chamdamava
chamdamevi
chamdrasad
charAmAmam
chaturtham
chatvArims
chatvArish
chatvAromb
chaxUroges
cheTyaHkad
chetasostu
chikitsaka
chimtAmame
chirAbhipa
chiramadhu
chitAmpraj
chiteprasa
chitramvaT
chorAmatAl
chyutashch
dAmambhogo
dAmampriya
dAmamyajmA
dAmatIrtha
dAmavArima
dAmemapAmi
dAmetapasi
dArapIDAma
dAridryashIlopi
dAtumparop
dAximyamsv
dIpobhaxay
dIpovAtabh
dIrghIkurv
dRShTAcham
dRShTaduHk
dRShTavAya
dRShTerava
dRShTipUta
dRShTirAva
dRShToyams
dRShTvAkau
dRShTvaikA
dRshAdagdh
dRshyateya
dUrAdutsuk
dUramudasy
dUrasthopimadUr
dUrataHsho
dUremalayo
dUrjamaHpa
dUtitvamta
dUyedurmed
dadatjalam
dahyamAmAH
daityemdrA
dalamatasp
dalitepalA
damDaHshAs
damDodamay
damDyamAmA
damShTrAsamdhim
dambhemalo
dampatyorm
damtAmtaku
damtAvadam
damtahImas
darshemdut
dashakUpas
dashopamiS
dauhRdasyA
davadahama
dayitAbAhu
dayitAmibi
dehArdhavi
dehachChaT
deshabhamg
deshairamt
devImAtAsu
devImvAcha
devIsUmuma
devabhAShA
devadvijag
devatAxetr
devemaprat
devitvadva
dhArAshara
dhAramAddh
dhAtastuSh
dhAtushcha
dhRtixamAd
dhUmajyoti
dhUmemAvri
dhamAmibhU
dhamamvAya
dhamasyaya
dhamuHpauS
dhamuHpauShpama
dhamvamAgA
dhamyAkeya
dhamyAsiya
dhamyAstae
dharitryAm
dharmAebam
dharmArthakAmamoxAmA_1
dharmArthakAmamoxAmAmArogya_1
dharmArthakAmamoxeSh_1
dharmAtmAs
dharmadhva
dharmaevah
dharmalesh
dharmasyap
dharmechaa
dharmemAdh
dharmemAdhigato
dhigastuyo
dhigastvas
dhikuryAHs
dhiyAyadax
dhvamyAlok
dhvastamke
dhyAmAbhyA
dhyAmapUjA
dhyAyatovi
digamteshr
digvibhram
dikAlAdyam
dilIshvaro
dimamamira
dimataptAm
divisAmdhy
divyamchUtaphal
doShabhIte
dorbhiryuk
drAviDAvAm
drAxAmlAma
draShTavya
draShTavyo
dravatvAts
dravyashau
duHsahasam
duHsahatAp
duShTaHsha
dudohagAms
dumdubhish
durbhAShAd
durbodhamy
durdimamis
durgRhItam
durjamaHpr
durjamaHsa
durjamadUS
durjamemas
durvAravAd
dvAramdvAramaTa
dvAramodgh
dvAsuparmA
dvAtrimsha
dvAvevachi
dvaitambam
dvayamgata
dveShyopis
dvebrahmam
dvekarmamI
dvepadebam
dvidhAbhaj
dyUtamChal
dyUtemitha
eShAkApira
eShTavyAbahavaHputrAyadyeko_1
ehyAgachCh
ekAbhAryAp
ekAxarampa
ekadvyaxar
ekaishvary
ekamshAstr
ekamvaisev
ekamvapust
ekamviShar
ekamyogasa
ekasmimsha
ekasukRtem
ekasyatiSh
ekavRxasam
ekavastumd
ekayAdvevi
ekemaromam
ekesatpuru
ekobhUmali
ekodevakes
ekohamasah
ekohidoShogumasamipAtemimaj_1
ekopivedav
ekorasaHka
etAdRsheka
etadevamamaprIt
etamekevad
etatkAmaph
evamevamamuShye
evamevapRt
evamvAares
gADhAlimga
gADhAlimgamavAm
gAtramsamk
gAvaHpashy
gAyatrImAt
gItamkokil
gRdhradRSh
gRhimIsvaj
gRmamtumum
gUhitAmyam
gachChagac
gachChamba
gachChatAm
gachChataH
gachChatiy
gagamamgag
gajAmamasy
gajabhujam
gamDodeshA
gamdhADhyAsaubh
gamdhahImA
gameshogir
gamgAditIr
gamtavyams
gamtavyamy
gatArthAmA
gatadIptig
gataprAyAr
gataprAyArAtriH
gatepivaya
gatepremAb
gateshokam
gateshokom
gatirvyomA
gatoyamsha
gauravampr
ghRShTamgh
ghRtaplute
ghaTamAmad
ghaTambhim
ghaTojamasthAma
ghaTopaviS
girAmdevIv
giramskhal
giraukalAp
girirmahAm
girishasya
goShuprama
gobhirvipr
gokarmebha
gomUtramAt
gopAlamAmA
grIShmakAl
grIvAbhamg
grahAmAmch
gramthAmab
gulaparvat
gumAHkurva
gumAmAmamt
gumairutum
gumairvRdd
gumampRchC
gumavadagu
gumeShukrI
gumeShukri
gumigamaga
gumotkarSh
gurorgiraH
gururAtmav
gururagmir
gururgarvA
guruvobaha
hAromAropitaHka
hImAmgAmat
hIyatehima
hIyatehisa
hRdirUpamk
haThAdAkRS
hamsAyamAm
hamtatekat
haravijaya
hariharayo
harirharat
harturyAti
hasadbhiry
hastIhasta
hastIsthUlatara
hastasyabh
hegodAvari
hemaHkhedo
hetaulimge
hetupramAmayukt
hiramyambh
hrasvAshch
iShTAbAlak
ichChAtUli
ichChatishatIsa
idamihapad
idampratha
ihAmvayamu
ihamivasatimeru
ihasarabha
imAmtvamim
imAmyadhik
imdimdirai
imdriyAmimamobu
imdriyauri
imduryatramamim
itarakarma
itaratApas
itidhruvec
itihAsapurAmAbh
itihAsapurAmAmA
itihAsapurAmajm
ixoragrAtk
iyamiShTag
iyatyAbhix
jADyamdhiy
jAlamAdAya
jAmIyAtpre
jAtasyamad
jAyatevidu
jIryamtirA
jIvameyAva
jIvamlikhA
jIvamtipIt
jIviteyasy
jIyAchalam
jIyAdbhaga
jIyAdevasy
jIyAdravis
jIyAdvaTat
jIyAdvaham
jRmbhamAme
jaDAjaData
jaDabhUtav
jaTAgulmot
jagadamDak
jagatIdhar
jagatsisRx
jagdhvAcha
jalAdraxet
jalabimdum
jamAbrAhma
jamAjAyate
jamamImupa
jamasthAme
japashchad
jarArogAbh
jayamtites
jayashrIrA
jayatichar
jayatihare
jayatijaga
jayatiprat
jayatirati
jayatyutth
jeShyekemA
jihvAyAshC
jihvAyAshChedam
jitadhUmas
jmAmamtatv
jmAmemamda
jmAmemauma
jmAtAmabho
jmAteyamjm
jugopAtmAm
jugupsitam
jyautiSham
jyeShThatv
kAkaHkRShm
kAkadRShTi
kAkakRShma
kAkasyacha
kAkasyakativAda
kAkeShutvA
kAkutsthas
kAlakishor
kAlaxayAda
kAlemASham
kAlidAsagi
kAlidAsakavitAm
kAlikAmAst
kAlovAkAra
kAmImasyam
kAmaHkrodholobh
kAmamAmara
kAmamayaev
kAmambhiyA
kAmamsamtusahas
kAmchameya
kAmchitkAm
kAmyAmAmkarmamA
kArAgArepr
kAryArthIbhajat
kAshIxetra
kAtarAyepy
kAtaryamdu
kAtaryamke
kAvyAmRtem
kAvyAmimah
kAvyasarol
kAvyashAst
kAvyeShuko
kAvyeShukomalad
kAvyemaham
kETlAgpamD
kRShigorax
kRShitomAs
kRpamemasa
kRshaHkAma
kRtAbhiShe
kRtArivamc
kRtamedaxi
kRtapratyu
kRtasyakar
kRtepratik
kUTAlamkAr
kaHkAlaHkA
kaTuraTati
kachakucha
kachimidrA
kadarthitasyApi
kailasemav
kalAbhyAmc
kalahAmtAm
kalaukalma
kalpadrumapratI
kalyAmolAs
kamThamAli
kamThemada
kamTheyasy
kamakabhUS
kamalamayamakel
kamalekama
kampemamUr
kamyAvaray
karamprasA
kareshlAghyasty
kariShyAmi
karmAmRtamsUkti
karmabhATa
karmamAmamasAvAchAya_1
karotisvam
karpUradhUlIrachitAlavAlaHk_1
karshitArt
kartAkArayitAch
kartavyAch
kartumiShT
kasmaicham
kastvamshUlImRg
kastvamvRd
kasyAmimeS
kasyadoSha
kasyaikAmt
kausalyAla
kausheyamk
kavImdraiH
kavayaHkAlidAsA
kavayatipa
kaviHkarotikAvyAmivi_1
kavirAdhum
kavisAmAmy
kavitAkAmi
kavitAkApi
kavitAkriy
kavitAmAma
kechidvadamtyam
kelikumjeS
kevAmagUhi
kevalamshA
keyUrAmima
khAdamagac
khAdamemac
khalAlApAH
khalAmAmka
khalaHkaro
khalaHsarS
khalupuShp
khalvATodi
khapavamas
kharveyamp
khedAsteka
kimapikimapimam
kimasthimA
kimatramad
kimayAsRSh
kimayamshi
kimbhAgyam
kimimdyaHk
kimjAtosic
kimkAramamstama
kimkariShy
kimkavestasyakA
kimkimsimhastat
kimtayAdam
kimvAsasAt
kimvAsaset
kimvAshiSh
kimvRtAmta
kimvaxyatI
kiyadvAram
kolAbhogum
komayAtiva
kopastvayA
kosaumAtar
koshomajAy
koshomayas
koyamdviva
krIDArasem
krayAdauSh
kriyAyukta
krodhAdbha
krodhampra
krodhohish
krodhomUla
krodhovaiv
kuchelimam
kulImaHxud
kurutegamg
kurvamshil
kurvegarvo
kuryAdahar
kuryAmipat
kusUladhAm
kusumamvar
kutovAmUta
kvachidbhU
kvachiddhu
kvachidruS
kvachidvIm
kvachitkvachitp
kvachitpat
kvaprasthi
kvasUryapr
lAbhavighm
lAlayetpam
lAmgUlachAlamam
labdhAspad
labdhodaya
lagmamkavi
lajAjayati
lalATodaya
laxmIkAmta
laxmImtamo
laxmIshcha
laxmIvamto
likhamtuka
lobhamUlAm
lobhamUlAmipApA
lobhohetur
lokAmAmtuv
lokAmamdam
lokebhrAma
lubdhasyam
mAbhaiShIr
mAbhiSheko
mAbhrAtAbh
mAbhyastAp
mAdaroyatr
mAdharmash
mAgAHpraty
mAgAgirIsh
mAgAityapa
mAgAityapamamga
mAgachChat
mAgadamtAm
mAghmataHk
mAgumIgumi
mAhamjAmAm
mAkAmtepax
mAkavitvam
mAlIkAsama
mAmagramth
mAmdhAtAch
mAmdhAtAsamahIp
mApRShTaHk
mApexeshab
mArAyamasy
mAramamamu
mAramasvam
mArgemArge
mArikelasamAkAr
mAsAthUtkR
mAsartudar
mAshrotriy
mAsmAkamja
mAstichorA
mAstikyamv
mAstiviShA
mAstividyA
mAsyashlAg
mAtAkvatek
mAtAmAstip
mAtAmimdat
mAtArudrAm
mAtAyasyag
mAtRvatparadArA
mAtaHkimya
mAtamgAHki
mAtarbrUhi
mAtarjIvak
mAtarlaxmi
mAtarmedim
mAtidhairy
mAtmAmamav
mAtuloyasy
mAtyamtams
mAtyuchash
mAyAhItyap
mIlotpalad
mItijmAmiy
mRgAmRgaiH
mRgamImasa
mRgatRShmA
mRtAmAmapi
mRtyAvasAm
mRtyashram
mRtyorbibheShik
mRtyuHsarv
mUmamAjmAk
mUmamhitek
mUrdhAropa
mUrkhAyatr
mUrkhasyap
mUrkheShuk
mabhUtapUr
mabhavatib
mabhetavya
machChatra
madImAmchayathA
madamAyama
madamasyam
madevAdamD
madevovidy
madharmash
madharmasy
madhusUdam
madhyAtamp
madhyegavA
madhyemRdh
madyapAsAd
magamasyAg
magamdhika
magarImaga
mahAmadIya
mahAmubhAv
mahItalasp
maharShImA
maharShipi
mahibhixuk
mahijmAmem
mahikashch
maimamChim
maitrIkAru
maivAyodhy
maiyAyikAm
majAmesamu
majetrayId
makIrtirmo
makhyAtilA
makilAmuma
makimchitd
maktamyodh
malAjAtomA
malalavami
malekhamyA
malemabhAy
malimIdalagatajalama_1
malobhAmAp
malokavRta
mamAmiyAmi
mamAturmAm
mamIShimaH
mamImAmsyA
mamaTAmavi
mamadyomad
mamamtipha
mamasijavi
mamastrail
mamastumga
mamasyAmod
mamayAmija
mamcheromA
mamdAmilah
mamdAramAl
mamdaHpApa
mamdakaviy
mamdamtyud
mamepArthA
mamestivid
mamgalAchA
mamirlumTh
mamobudhya
mamoguhAya
mamomadhukarome
mamomecham
mamostugur
mamtrabhra
mamyematku
mapAmipAda
maprApmuva
maprahRShy
marakAyate
maramampra
markaTamuk
markaTasyasurAp
marmAmigha
masAsabhAyatram
masIdamapi
mashAstram
mashAstramAloky
mashikhamD
mashyativi
maspRshetp
masvArtham
masvalpasy
masvargomA
matadjmAma
matakruddh
matathAbAd
matatsamku
matemavRdd
matiShThat
matpAmAviS
maulaugamg
maulaukimu
maumAmUkaH
maumamkAla
maurkhyama
mavAryapip
mavImakava
mavImakavi
mavadedyAv
mavamItama
mavampurAt
mavedAmteg
mayAchatva
mayibhagav
mayisarvAm
meramAviti
metremdIva
meyampayod
meyamvirau
miHshamkamyatad
miShpatrAk
midrAkaita
midrAmadIk
midrAmvidU
midrApriyo
midrAtimai
midrebhadr
migRhItemd
migaditama
miguhyAmal
mijamAshay
mikaShAyit
mimdamtumI
mimdatuvAm
mipatatiki
miravadyAm
mirdhamAmA
mirdhamami
mirgumamsa
mirgumetig
mirmAmeyad
mirudyogat
mirupAdAma
mirutsAhas
mirvAmagoc
mirvRtyaiv
mirvamovad
misArAHsut
mishAkAmtA
mishivighm
mityAmadAt
miyamtraya
mlechChAHk
mlechChabh
mobaddhams
mobhAvAmiy
mochayatim
mohamrumad
momeghAyit
muShTirvAs
mudhaivade
mugdhAmAma
mugdhemugd
mugdhesidd
muhUrtamap
mukhAlamkR
mukhabhRtA
mukhampadmadalA
mukharayat
muktAmamit
muktAmayam
muktakekav
mumDemumDe
murArimura
muralitvay
myAyamadhI
myadhitadi
pAShamDimo
pATIkuTaka
pAThamairg
pAThampATh
pAdAhatoth
pAdAmguShT
pAmDurasim
pAtaHpUShmobhav
pAtrApAtravivek
pIThIpraxA
pItaHkrudd
pItodakAja
pItomAmbum
pItvAbhRsh
pRthivyAmt
pUjyateyad
pUrvAdrist
pUrvAparAv
pUrvamcheT
paThakAHpA
paThatirah
paThatomAs
padakramav
padavImkAl
padbhyAmsa
padmAkaram
palAmDupat
palAshakus
palitAmimu
pamArdhakr
pamchasUmA
pamchavidy
pamkairvim
parAkramot
parachakra
paramarmaghaTam
parasUktAp
parasparat
parasparav
parasparavivAde
parasyadam
parasyapID
paravAdeda
paravAkyam
pareShAmch
parikalpya
paripatati
parityajed
parivartim
paropadesh
paropadeshasama
paropihita
paroxapriy
paroxekAry
pashupAlav
pashupater
pashushche
patatikadA
pathyesati
patmIdvaya
patramaiva
paulastyaH
paurohitya
pavamaHpav
paxadvamdv
peyAsurApr
phUtkArais
pibamtumad
pibativyom
pimAkaphamibAle
pipIlikArj
pipipriyas
pitRbhiHtA
piturguror
prAjmAmAme
prAkpAdayo
prAmAmAmam
prAmAmikIv
prAmAmyabu
prAmAmyamA
prAptamayA
prApyAvamt
prArabhyat
prArabhyav
prAsAdesAd
prAtaHdyUt
prAyaHprap
prAyaHsamp
prAyaHsara
prAyemasam
prAyodhama
prabhAvArt
pradAmampr
pradIpajvA
prahlAdash
prajAmAmev
prajAmAmvi
prajmAvive
prakAshesa
prakrIyasm
pramavodha
prapAyAmpI
prasAdesar
prasamgAdg
praspamdam
prastAvasadRsha
prathamavayasid
pratigraha
pratimisha
prativAdim
pratixamem
pratyaxamc
pravRtamka
praxAlamAd
prayAtesta
prayojamam
premAmRtem
preyaHshre
priyAduhit
priyAvirah
priyamamDa
priyaprAyA
priyavAkya
priyeprayA
proktamayA
promChatid
pumAmsamAk
pumDrexuda
pumaruktAv
pumarvitam
pumsaHkAlA
purAmamity
purAsarasi
purodhasAm
pustakamva
pustakapra
pustakasthAtuyA
putraityev
rAdhadhara
rAgIbhimat
rAgadveSha
rAhustarja
rAjArAShTr
rAjamdudhu
rAjamkamak
rAjamkamakavarS
rAjmidharm
rAmomAmababhUva
rAmomAsaum
rAmorAjama
rAmovirAmo
rAmoyamasm
rAtrausupt
rAtrirgami
rAtrirgatA
rAvamasyap
raghuvamsh
raktastvam
ramDAHpASh
ramkasyamR
ramkasyamRpater
ramyAmivIx
ramyAshcha
ramyamharm
ramyamjugu
rasaHkopya
rasajmaras
rasesArash
rathasyaik
rathyAyAms
ratmairmah
ratmasthal
ratmodArac
rekhAmAtra
rerechAtak
reregrAmak
rerelokAHk
rerexatrak
rikteShuvA
roditivarS
rogasyopak
rohatesAya
rudrAmAmsh
sAdhUmAmda
sAdhvImAdh
sAhityasam
sAhityesuk
sAmadhvamA
sAmaivahip
sAmashcham
sAmiShamku
sAramyAmag
sArthaHpra
sAvaShTamb
sAvitrImAt
sAxarAvipa
sAyamkAlev
sAyamprAta
sItAmiShkA
sItAmsvaha
sItkAramsh
sUktirmavI
sUtesUkarayuvat
sUtovAsUta
sUtreShvev
sUxmAmgImt
sadAjapapa
sadamamupa
sadambhash
sadayamhRd
sadbhistul
sadbuddhiH
sadyaHpurI
sahRdayaja
sahasAvida
sahasragum
sahasrasha
sahayajmAH
saivayuktA
sajayatika
sajayatimahiSho
saktumivat
samAdhaupr
samAmAdbrA
samRddhaku
samadoShaH
samahAmaTo
samapyajAt
samarpitAy
samesamAsa
samhArakAl
samjAtodvi
samjAyatek
samrambhaH
samsArAtap
samsArayat
samskArakr
samtisiddh
samtoShAmR
samtoShaHp
samtoShamp
samtuShTob
samtvashvA
samtyamyep
samxipyach
samyagvich
samyuktami
sapAtuvome
sapimDatAt
sargAmAmAd
saroruhAxI
sarpadurja
sarvAHsamp
sarvAtirik
sarvadAmav
sarvamAshesamut
sarvamamya
sarvambala
sarvamkoTi
sarvampara
sarvastara
sarvasvamg
sarvasyAsy
sarvasyamu
sarvatIrth
sarvathAdh
sarvatojay
sarvatrasarvadA
sarvavyAkh
sarveShAme
sarvebrahm
sarvexayAm
satAmsatam
satkarmadh
satsamgAtb
satyAmusAr
satyadharmAryav
satyambrUy
satyamsamx
satyamsuSh
satyamvivR
satyasyava
satyemabra
savelAvapr
savyArdhav
sayaxapreS
semAparich
shAradAshA
shArademdu
shAstrAmya
shAstrArth
shIlAvijAm
shIlamshau
shIrmoDAma
shItavAtAt
shRmvamtae
shUmAmchap
shabdAmvic
shabdavyAk
shaileshai
shaishaved
shakaTampa
shaktaHpar
shaktimkar
shaktimvyA
shaktivihI
shakumtalA
shakyovAra
shamArtham
shamairuch
shamakaist
shambhorad
shamkegaur
sharadimav
shashimAch
shashvajay
shastremar
shatambudh
shatamiShk
sheShAsheS
shiShTairb
shiShyAshr
shiraHshAr
shishutvam
shivAyaviS
shivochChi
shixAghrAm
shlokAdeSh
shokasthAm
shrAvamshrAvama
shrIkamTha
shrImerurh
shrIrAmAya
shrIvAmIgi
shramamaHs
shravamamk
shreyAmsva
shriyamdis
shrutervAc
shrutismRtImama
shrutismRtipurA
shrutistuv
shuShkopav
shuShyatik
shuktaubha
shushrUShAshrav
shvAyadida
shvaHkArya
shvashrUshvashr
shvashurag
shyAmAsupr
shyAmameva
siddhamsat
simdUramud
simdhuShva
simhaHshis
simhamakra
simhovyAka
skamdojaya
skhalitAch
smAmamsimd
smAmavairI
smAmopavAs
smAyamsmAy
smRtImAmvi
smRtesIdam
smRtyorvir
smehasyatA
smigdhavRd
soDhaprauD
sohamAjama
sovyAdivya
sparshamAt
sphItoyamj
sphuratkuv
stUyatestU
stamachamd
sthAmesham
sthUmAyAma
sthitepisA
sthityaida
stotAraHke
stotavyaiH
strImAchap
striyashch
stutamstuv
stuveshiva
subhAShita
sugatoyadi
sugatoyadisarva
sukhamApat
sukhamarth
sukhamshet
sulabhAHpu
sumamtritesuvik
sumukhaHsu
suptovastr
suputraHkh
surAsurashiraHs
suratamtad
sushIlomAt
suvAsimIHk
suvijmashc
svAdhImemA
svAdhyAyem
svAdhyAyemityay
svAjmAyAmv
svAmImishv
svAmimdIvy
svAyatamek
svabhAvamajahAt
svabhAvomo
svabhAvomopades
svadharmam
svalpasmAy
svamAbhiga
svargasthi
svarvAmIte
svasmimasa
svasthaira
svasukhami
svechChAke
svechChAra
svemasvame
tAevadhamy
tAmImdriyA
tAmImdriyAmisak
tAmabhyaga
tApAchChed
tApichChag
tAratArata
tArkikAbah
tAvadIrgha
tAvadevaha
tAvadevakR
tAvadvidyA
tAvatbhAbh
tIretarumy
tIxmatIxmA
tRShmAmChimdhib
tRmAmimomUlayat
tRtIyArthe
tacharamAm
tadbrahmAm
tadetatriv
tadevakAvy
tailAdraxe
tamAkhupat
tamakAryam
tamchauram
tamsamtash
tamvamgImA
tamvedhAvi
tapasyamta
tapasyatIv
tapovidyAc
taramgasta
tarkikAgha
tarkoprati
tarumamsar
tarumyAmIy
tasmAdbhAr
tasmAdesha
tasmaimama
tasmairAmA
tasyasamvR
tatashchaj
tathAbhUda
tathAhaThA
tathApijih
tatkaShTam
tatpriyama
tatsarvamy
tavamukhas
tavatatvam
tavoChritA
tayAkavita
temAmasamt
tevedAstur
tevemudhva
tiShThatig
timirArist
trImivarSh
trayIsAmkh
trayovedas
trijagachC
tuShTosmit
tvAmsamAch
tvachCharI
tvampIyUSh
tvayAmadam
tvayiprasa
tyAgohisar
tyajedekam
tyaktamCha
tyaktavyAs
tyaktavyom
tyaktovimdhyagi
uShTrAmAmt
ubhayIprak
ubhayatrAp
uchAvachap
uchChairga
uchChiShTamshiv
uchaiHshra
uchairapiv
uchairutpl
udAtamadap
udakAmalac
udamvachCh
udaradvaya
udayesavit
udbhaTabud
udyamasAha
udyamemahI
udyamemahi
udyamtusha
udyogemAst
udyogimamp
uktasyasha
uktipratyu
umIladambu
umIlametra
umatampati
umiShamimi
umyomyatatraiva
upAdhistum
upAdhyAyAm
upachAraHkartav
upadeshohimUrkh
upakRtavat
upamAkAlid
upamAkAlidAsasy
ushamAveda
utamomAtiv
utiShThaxa
utiShThaxamamek
utkrAmtash
utpalasyAr
utsAhasamp
utsAhobalavAmAr
